paragraph_idx,page,entity1_name,entity2_name,similarity,should_merge,confidence,reasoning
15,324,plebeian assembly,plebs,0.5294117647058824,False,0.86,These are related but not the same: one is an assembly/organization (the plebeian assembly) and the other is the social group (the plebs/plebeians). The assembly is an institution through which the plebs acted; it is not identical to the people themselves.
16,324,Tribunes of the People,River Tiber,0.5,False,0.9,"The two entities are clearly different: one is a collective political office in Rome (Tribunes of the People), the other is a geographic feature (River Tiber). They are neither the same kind of entity nor the same referent."
18,326,Roman,Romans,0.8333333333333334,True,0.88,Both entries refer to the same collective people of Rome: 'Roman' (used adjectivally) and 'Romans' (the people of Rome who valued continuity). There is no indication they denote different groups or time periods; they are duplicate mentions of the Roman people.
18,326,Romans,Rome,0.6,False,0.93,"These two refer to closely connected concepts but are not strictly identical. 'Romans' denotes the people and collective institutions of Rome; 'Rome' denotes the city (and its territory/institutions). One is a population/collective entity, the other is a place/city. Although highly overlapping in historical usage and sometimes used metonymically for the polity, they are different entity types and should not be merged."
19,326,Samnite peoples,Roman People,0.5333333333333333,False,0.86,The Samnite peoples (Samnites) are a distinct Italic people from the Abruzzi region conquered by Rome. The Roman People (the citizen body/sovereign assemblies) is a different collective entity; they are related (Rome conquered the Samnites) but are not the same entity.
19,326,Roman military power,Roman Mediterranean,0.5,False,0.93,The two entities refer to different concepts: one is the Roman military (an organization/collective associated with the Roman Republic) and the other is a geographical/strategic region of the Mediterranean shaped by Roman institutions. They are related (Roman military power helped create/control the Roman Mediterranean) but are not the same entity type and not identical.
19,326,Samnite peoples,Roman Senate,0.5,False,0.85,"The two entities refer to entirely different groups: 'Samnite peoples' are an Italic people from the Abruzzi region conquered by Rome, while the 'Roman Senate' is a political governing body of Rome. They are neither the same organization nor the same type of entity."
20,326,Carthaginians,Campania,0.46153846153846156,False,0.92,Carthaginians are the people/citizens of the city-state/territory of Carthage (a North African Phoenician colony). Campania is a region of Italy associated with the Latins. They are different kinds of entities (a people vs. a geographic region) and are historically distinct and unrelated as identical referents.
21,326,Phoenician,plebs,0.5454545454545454,False,0.9,"'Phoenician' refers to the ancient Semitic people and culture centered in the Levant (Phoenicia). 'plebs' (plebeians) refers to the commoner social class in Roman society. These are distinct groups: one an ethno-cultural people, the other a socio-political class within Rome. They are related only insofar as both are peoples/collective entities, but not the same historical entity."
21,326,Sicily,Italy,0.5,False,0.9,"Sicily and Italy are distinct geographical regions: Sicily is an island region, Italy is the peninsula/mainland region. The descriptions refer to different places and historical contexts (Romans taking Sicily vs Etruscans on the Italian peninsula). They are related but not identical, so they should not be merged."
21,326,Sardinia,Campania,0.5,False,0.86,"Sardinia and Campania are distinct geographical regions in Italy with different histories: Sardinia is an island region established/organized by Romans in conflicts, while Campania is a mainland region associated with the Latins. They are not the same entity."
21,326,Syracuse,Pyrrhus,0.5,False,0.9,"One entity is a city (Syracuse) and the other is a person (Pyrrhus, king of Epirus). They are distinct types and clearly different historical entities (a place vs a person), so they should not be merged."
21,326,Sardinia,Carthaginians,0.46153846153846156,False,0.87,Sardinia is a geographical region/place; Carthaginians are a people from Carthage. They are related historically (Carthaginians fought over Sardinia) but are distinct types and not the same entity.
21,326,Phoenician,Punic Wars,0.4545454545454546,False,0.93,"These are different types of entities: 'Phoenician' refers to a people (collective ethnic group), while 'Punic Wars' refers to a series of military conflicts (events) between Rome and Carthage. They are related historically (Phoenicians/Carthage were involved in Punic Wars) but not the same entity and should not be merged."
22,327,Roman provinces,Roman People,0.6,False,0.91,"These two entities refer to different concepts: 'Roman provinces' are territorial/political subdivisions of Roman administration (state/geographic units), whereas 'Roman People' refers to the citizen body/sovereign people of Rome (a people/collective). They are related but not the same entity and should not be merged."
22,327,Carthage,Carthaginians,0.5384615384615384,False,0.86,"Carthage (the Phoenician city-state) and the Carthaginians (the people of Carthage) refer to closely related concepts: one is the state/political entity and the other its populace. They are not strictly identical entities because one denotes a state/collective political organization and the other denotes the people/inhabitants of that state. In a knowledge graph these are typically modeled as distinct but linked (e.g., population_of or citizens_of), so they should not be merged into a single entity."
22,327,Roman provinces,Roman Empire,0.5333333333333333,False,0.86,"'Roman provinces' refers to the administrative divisions of Roman territorial governance, i.e., the provinces that made up the Roman state. 'Roman Empire' refers to the overarching political entity/state itself. These are related (provinces are parts of the empire) but not the same entity. They should not be merged."
22,327,Roman provinces,Roman census,0.5333333333333333,False,0.89,"These refer to different concepts: 'Roman provinces' are administrative territorial units of the Roman state (a collective/entity/place), while the 'Roman census' is an event or recurring administrative procedure to register/classify citizens. They are related (the census could affect provincial administration), but they are not the same entity."
22,327,Western Sicily,western Greek cities,0.5,False,0.81,"'Western Sicily' is a geographic region/place. 'western Greek cities' denotes a group of Greek city-states located in the western Mediterranean (e.g., in western Sicily and southern Italy). They are different types and not identical: one is a region, the other is a collective of people/places located partly within that region. They are related but not the same historical entity, so should not be merged."
22,327,Roman provinces,Roman Republic,0.4666666666666667,False,0.82,"'Roman provinces' refers to territorial administrative units of Roman state; 'Roman Republic' is the political state/period. They are related (provinces were part of Roman state and developed under Republic/Empire) but are not the same entity: one is an administrative subdivision type, the other is the state/polity. Therefore do not merge."
22,327,Roman provinces,Roman Senate,0.4666666666666667,False,0.92,"The two entities refer to different types of entities: 'Roman provinces' are territorial-administrative divisions of Roman territory (places/territorial units), while the 'Roman Senate' (Senate) is a political/legislative governing body. They are related (the Senate governed and regulated provinces) but are not the same historical entity."
23,327,218–201 BC,264–241 BC,0.7,False,0.96,"The two entities are distinct temporal ranges (218–201 BC vs 264–241 BC) referring to different periods: the Second Punic War period and the earlier first burst of fighting. They are related but not identical, so they should not be merged."
23,327,Greek cities,Greek city-states,0.6470588235294117,True,0.8,"The two mentions refer to the same general concept — the independent Greek city-states (poleis). ""Greek cities"" (in the context of promising Roman protection) and ""Greek city-states"" (described as political systems similar to Rome's assemblies) both denote the Greek poleis rather than distinct entities. They are not different persons or different types of entity; they are variant phrasings for the same collective political entities."
23,327,Greek city-states,western Greek cities,0.6,False,0.86,Both refer to groups of Greek cities/poleis. Entity 1 is the general concept “Greek city-states” (poleis). Entity 2 is a subset—Greek cities located in the western region—so it is not strictly identical to the general category. They are related (one is a subset) but not the same entity.
23,327,Greek city-states,Greek civilization,0.5555555555555556,False,0.88,"The two entities are related but not identical. 'Greek city-states' refers specifically to the independent poleis (political units), whereas 'Greek civilization' denotes the broader civilization/cultural sphere. The city-states are components of Greek civilization but are not the same single entity as the civilization itself."
23,327,Second Punic War,Punic Wars,0.5,False,0.86,These are related but not identical. 'Punic Wars' refers to the series of three wars between Rome and Carthage; 'Second Punic War' is the specific second conflict (218–201 BC) within that series. They should not be merged because one is a specific event and the other is the aggregate series of events.
23,327,Greek city-states,Greece,0.5,False,0.9,"These refer to related but distinct concepts. 'Greek city-states' denotes the political units (poleis), a collective of autonomous cities. 'Greece' as a region is a geographic/cultural area influenced later by Rome. They are not strictly identical: one is a political collective/entity type, the other is a broader place/region. Do not merge."
23,327,Cannae,Carthage,0.5,False,0.85,"Cannae is a place (site of the 216 BC battle) while Carthage is a political entity/state (the Carthaginian state). They are distinct: one is a location in southern Italy, the other is the city/state in North Africa and its polity. They are related (Carthage won the battle at Cannae) but not the same entity."
23,327,Roman army,Roman Empire,0.5,False,0.9,"The two entities refer to different concepts: one is the Roman military force (an organization/collective of people), the other is the Roman Empire (a political state). They are related but not identical, so they should not be merged."
23,327,Roman army,Romans,0.5,False,0.86,"'Roman army' (the military force, e.g., destroyed at Cannae) is a specific organizational component of the broader collective 'Romans' (the people/population and institutions of Rome). They are related but not strictly identical: one denotes the armed forces, the other denotes the population/civil polity. Therefore they should not be merged."
23,327,Roman army,Roman Senate,0.5,False,0.77,"The two entities refer to different kinds of collective bodies: one is the military force (Roman army) and the other is the political governing body (Roman Senate). They are related but not identical or interchangeable, so they should not be merged."
23,327,Roman army,Roman People,0.5,False,0.89,"The first entity refers to the Roman army (a military force, e.g., destroyed at Cannae). The second refers to the Roman people (the citizen body/sovereign acting through assemblies). These are related but distinct: one is a military organization, the other is the population/political sovereign. They should not be merged."
23,327,Roman army,Roman census,0.5,False,0.86,"The first entity is a military organization (the Roman army); the second is an administrative event/procedure (the Roman census). These are distinct: one is an organization/collective, the other an event/administrative practice. They are related (both Roman), but not the same entity."
23,327,Roman army,Romans,0.5,False,0.86,"'Roman army' refers specifically to the military forces/organization of Rome, while 'Romans' refers to the people/population and broader institutions of Rome. These are related but not strictly identical: one is an organization (the army), the other is the collective people/institutional body. They should not be merged."
23,327,Greek city-states,Greek influence,0.4666666666666667,False,0.95,"The two entities refer to different concepts: one is a political collective (the independent Greek city-states, poleis) while the other is the abstract concept of cultural influence emanating from Greeks. They are related (Greek city-states contributed to Greek influence) but are not the same entity."
23,327,Roman army,Roman provinces,0.4666666666666667,False,0.96,The two entities refer to distinct concepts: one is the Roman military force (an organization/collective of people) and the other is the territorial/political divisions of Rome (provinces). They are related but not the same entity and should not be merged.
24,327,New Carthage,Carthage,0.6666666666666667,False,0.8,New Carthage (Cartagena) is a specific city founded/held by Carthaginians in Iberia and taken by Rome in 209 BC; Carthage as a collective_entity refers to the ancient city-state/empire centered in North Africa. They are related (New Carthage was a Carthaginian colony) but are not the same entity.
24,327,New Carthage,Carthaginians,0.6153846153846154,False,0.86,"Entity 1 is a specific city (New Carthage / Cartagena) captured by Romans in 209 BC. Entity 2 refers to the Carthaginian people/power, a collective group who established presence in Spain and fought in the Second Punic War. They are related (the city was a Carthaginian foundation and contested by Carthaginians) but are different types (place vs people) and thus not the same entity."
24,327,Africa,Corsica,0.5714285714285714,False,0.95,"The two entities refer to different geographic places: 'Africa' is a continent/region in North Africa, while 'Corsica' is an island in the Mediterranean. They are not the same historical entity and should not be merged; at best they are both places involved in Roman military activity but remain distinct."
24,327,Capua,Campania,0.5,False,0.86,Capua is a city in the region of Campania. They are different geographic entities (a city vs the region that contains it) and not identical.
24,327,Capua,Cannae,0.5,False,0.9,Capua and Cannae are distinct geographic locations in ancient Italy. Capua was a city that allied with Hannibal; Cannae is the site of the major Carthaginian victory in 216 BC. They are related by the Second Punic War but are not the same place.
24,327,Africa,Asia,0.5,False,0.95,"Africa and Asia are distinct continents/regions with different names, descriptions, and historical roles. They are related as geographic entities but are not the same historical entity and should not be merged."
26,328,Seleucids,Seleucid court,0.5714285714285714,False,0.83,"'Seleucids' refers to the Seleucid dynasty/state — the Hellenistic kingdom founded by Seleucus I and his successors. 'Seleucid court' refers specifically to the court (place/royal household) of that dynasty. They are related but not identical: one is the state/dynasty, the other is the court (a place/institution within that state). Therefore they should not be merged."
26,328,Greek Isthmian games,Greek city-states,0.5,False,0.91,The two entities are of different types and refer to different things: one is a specific athletic event/festival (the Greek Isthmian games) while the other is a broad collective of political units (Greek city-states). They are related historically (city-states would participate in or be associated with the games) but are not the same entity.
26,328,Greek Isthmian games,Greek city-states,0.5,False,0.9,"The two entities refer to different kinds of things: 'Greek Isthmian games' is a specific recurring athletic/religious event (festival) held at the Isthmus of Corinth, whereas 'Greek city-states' refers to the collective political units (poleis). They are related (city-states participated in the games), but they are not the same entity and should not be merged."
26,328,Athens,Latins,0.5,False,0.95,Athens (a Greek city) and the Latins (a people of Campania associated with Rome) are clearly different kinds of entities and refer to distinct historical subjects (a specific city vs an ethnic/collective group). They are related geographically/culturally within ancient Italy/Greece-Rome interactions but are not identical and should not be merged.
26,328,Rhodes,Rome,0.5,False,0.95,These are two distinct cities: Rhodes is a Greek city that sought help against Macedon/Seleucids in 200 BC; Rome is the city-state and capital of the Roman Republic/Empire with many distinct historical attributes. They are not the same entity.
26,328,Rhodes,Romans,0.5,False,0.82,Rhodes is a Greek city/place; Romans (the people of Rome) are a collective people/organization. They are distinct entity types and refer to different historical entities. They are related historically but not identical.
28,329,third Punic War,Second Punic War,0.6875,False,0.88,"The two entities refer to different historical wars: the Third Punic War (started 149 BC) is distinct from the Second Punic War (218–201 BC). They are related as part of the same series but are not the same event, so they should not be merged."
28,329,western Tunisia,Western Sicily,0.6,False,0.9,The two entities are different geographic regions: one is the western part of Tunisia (in North Africa) and the other is the western part of Sicily (an island off the coast of Italy). They are distinct places and not alternate names for the same entity.
28,329,third Punic War,Punic Wars,0.5333333333333333,False,0.86,"The 'Third Punic War' is a specific war (149–146 BC) that is one of the 'Punic Wars'. 'Punic Wars' refers to the entire series of conflicts between Rome and Carthage (First, Second, and Third). They are related but not identical: the Third Punic War is a single event within the broader set. Therefore they should not be merged."
28,329,western Tunisia,western Greek cities,0.5,False,0.9,"One is a geographic region (western Tunisia), the other is a collective of Greek cities located in a western region. They are different types (place vs collective people) and describe distinct concepts: a territory versus a group of cities/people within a region. They are related (Greek cities may be located in the western region) but not identical."
29,330,Carthaginian,Carthaginians,0.9230769230769231,True,0.9,Both entities refer to the collective people of Carthage (Carthaginians). The first is a singular-form label 'Carthaginian' used as a collective entity; the second uses plural 'Carthaginians' and includes an alias 'Carthaginian power' and additional context about activities in Spain and the Second Punic War. These are the same historical group rather than distinct entities.
29,330,Carthaginians,New Carthage,0.6666666666666667,False,0.86,These are different kinds of entities: one is a people/collective (the Carthaginians) and the other is a specific city (New Carthage / Cartagena). They are related historically (the city belonged to Carthage and was captured by Rome) but they are not the same entity and should not be merged.
29,330,satellites,Samnite peoples,0.6,False,0.8,"The two referents are different. 'Satellites' (as described) denotes groups providing manpower to the Roman army — a generic category or client groups used by Rome. 'Samnite peoples' (Samnites) are a specific ethnic/tribal group from the Abruzzi region conquered by Rome in the late 4th century BC. While Samnites could have functioned as satellites in some periods, the labels are not strictly identical: one is a generic role/category, the other is a specific people. Therefore they should not be merged."
29,330,provinces,Roman provinces,0.6,True,0.91,"Both entries refer to the same concept: the subordinate territorial units of Rome governed by officials with proconsular powers. 'provinces' as described and 'Roman provinces' are not distinct entities but the same administrative units of the Roman state. The second simply specifies Roman context while the first gives the defining governance detail, so they should be merged."
29,330,Carthaginians,Carthage,0.5833333333333333,False,0.86,"These refer to closely related but distinct entities: 'Carthaginians' denotes the people/ethnic group or population of Carthage, while 'Carthage' denotes the city-state/state/entity. One is a people (collective_entity: people) and the other is a political/place entity (collective_entity: state). They are not strictly identical and should not be merged."
29,330,Roman provinces,Asia,0.5625,False,0.84,"Entity 1 is a general collective concept referring to the system of Roman provinces as administrative units. Entity 2 is a specific Roman province named ""Asia"" (the province of Asia established in 133 BC). Although Asia is a Roman province (so it is an instance/member of the class described by Entity 1), they are not the same singular entity. Therefore they should not be merged."
29,330,Carthaginians,Campania,0.5,False,0.89,"The two entities are different types and refer to distinct historical subjects: 'Carthaginians' are a people/collective from Carthage in North Africa, while 'Campania' is a region in Italy associated with the Latins. They are related geographically/historically but are not the same entity."
29,330,Carthaginians,Sardinia,0.5,False,0.9,One entity is a people (Carthaginians) and the other is a place/region (Sardinia). They are related historically—Sardinia was contested and later controlled by Rome in conflicts with Carthage—but they are distinct types and distinct referents (a population vs a geographic region). Therefore they should not be merged.
29,330,allies,slaves,0.5,False,0.88,These two are distinct categories of people in Roman society: 'allies' refers to allied peoples or states providing manpower to the Roman army; 'slaves' refers to unfree persons without property or family rights. They are different social/legal groups and not the same entity.
29,330,allies,Samnite peoples,0.5,False,0.9,"Entity 1 is a generic label 'allies' meaning groups providing manpower to the Roman army; Entity 2 is the specific collective 'Samnite peoples' (Samnites), a particular people conquered by Rome. These are not identical: Samnites could have served as allies in some periods, but that does not make them the same entity as the generic category 'allies'."
29,330,allies,Alps,0.5,False,0.93,"The two entities are of different types and refer to different things: 'allies' denotes groups of people providing manpower to the Roman army (collective actors), while the 'Alps' is a mountain region Hannibal crossed. They are related in historical narrative (allies might have accompanied armies across the Alps), but they are not the same entity."
30,330,governors,governor,0.8888888888888888,True,0.86,Entity 1 is a collective label ('governors') referring to officials chosen by the Senate to govern provinces. Entity 2 is a singular person role ('governor') described as the official ruling a province with proconsular powers for one year. These refer to the same class/type of historical office (governor) but one is plural/collective and the other is a single officeholder. They are not distinct historical entities that should remain separate; they denote the same kind of entity (the provincial governor).
30,330,new provinces,Roman provinces,0.6923076923076923,True,0.66,"Entity 1 (""new provinces"") is a generic phrase referring to territories newly acquired and governed by appointed governors. Entity 2 (""Roman provinces"") specifically names the Roman provincial system — territorial units governed by governors with proconsular powers. The descriptions align closely: both describe territories governed by appointed governors as basic territorial units. There is no indication that ""new provinces"" refers to a different system or non-Roman provinces; given the context (The Penguin History of the World) and identical functional description, they refer to the same type of entity and most likely the same referent (Roman provinces described as newly acquired provinces)."
30,330,special court,Seleucid court,0.6428571428571428,False,0.79,"The two names refer to different things: one is a specific judicial body created in 149 BC to try extortion by officials (an organization/institution), while the other is a place label referring to the Seleucid court (the royal court of the Seleucid dynasty) — a different institution/setting and not the same entity. There is no evidence they are identical or alternative names for the same institution."
30,330,equites,Samnite peoples,0.5,False,0.99,"Equites (the Roman equestrian order, often called 'knights') are a Roman social class/elite; Samnite peoples (Samnites) are an Italic tribal group from Abruzzi conquered by Rome. They are distinct: one is a Roman social class/order, the other is a specific people/tribe. Not the same entity."
30,330,equites,satellites,0.5,False,0.86,"'Equites' (the Roman equestrian order, wealthy non-noble class often serving as tax collectors and cavalry) and 'satellites' (generic groups providing manpower to the Roman army) describe different categories. Equites is a specific social order/class with defined social and economic roles; 'satellites' appears to mean subject or allied peoples/clients supplying troops. They are related in the Roman military context but are not the same entity."
31,331,proconsular power,Roman military power,0.55,False,0.77,"'Proconsular power' refers to a specific constitutional/political authority vested in proconsuls (a form of delegated extraordinary command), while 'Roman military power' denotes the broader military forces of the Roman Republic. They are related (proconsular power is a form of authority exercised over military forces) but are not the same entity: one is a type of legal/political power; the other is an organization/collective military force. Therefore they should not be merged."
32,331,Greeks,Greek,0.8333333333333334,False,0.8,"Entity 1 refers to the Greek people (a collective ethnic group). Entity 2 refers to 'Greek' as a culture (the culture from which the Etruscan alphabet was derived). These are closely related but not strictly identical: one is the people (collective entity), the other is the culture/cultural influence. In knowledge-graph terms they should remain distinct but linked (people ↔ culture)."
32,331,Greeks,Greece,0.6666666666666667,False,0.9,"These refer to related but distinct entities: 'Greeks' denotes the people/ethnic group and culture, while 'Greece' denotes the geographic region/place. They are not strictly identical and should not be merged."
32,331,Roman culture,Roman Empire,0.6153846153846154,False,0.93,"The two entities refer to different concepts: one is the cultural practices/heritage of Rome (Roman culture), the other is a political/state collective entity (Roman Empire). They are closely related (the empire produced and transmitted Roman culture) but are not identical and should not be merged."
32,331,Roman culture,Roman census,0.6153846153846154,False,0.77,"The two entities refer to distinct concepts: one is the general cultural sphere of Rome (Roman culture), the other is a specific administrative procedure (Roman census). They are related (the census is part of Roman society) but not identical."
32,331,Roman culture,Villanovan culture,0.6111111111111112,False,0.86,"Roman culture (the culture of Rome, influenced by Greek culture) and the Villanovan culture (an early Iron Age culture in Italy associated with sites near Bologna and ancestral to the Etruscans) are distinct cultural entities separated in time, geography, and identity. They are related historically (Villanovan is an earlier Italic/prehistoric culture that influenced later peoples in Italy), but they are not the same entity and should not be merged."
32,331,Roman culture,Roman Senate,0.5384615384615384,False,0.95,"These refer to different concepts: one is the culture of Rome (a cultural concept), the other is the Roman Senate (a specific political/organizational institution). They are related (Senate is part of Roman political culture) but not the same historical entity, so they should not be merged."
32,331,Roman culture,Roman People,0.5384615384615384,False,0.86,"These refer to different concepts: one is the cultural practices/heritage of Rome, the other is the collective body of Roman citizens/people and their political sovereignty. They are related but not identical, so should not be merged."
32,331,Hellenization,Hellenistic world,0.5294117647058824,False,0.9,"Hellenization is the process/phenomenon of spreading Greek culture; the Hellenistic world is the cultural and political sphere produced by that process (regions, kingdoms, cities influenced by Greek culture). They are closely related but not identical: one is a cultural process, the other is a geographical/political-cultural sphere. Therefore they should not be merged."
32,331,Roman culture,Roman ruling élite,0.5,False,0.9,One entity is an abstract cultural concept (Roman culture) and the other is a social/political group (the Roman ruling elite). They are related (the ruling elite are participants and shapers of Roman culture) but are distinct types and not the same single entity. Therefore they should not be merged.
32,331,Roman culture,Roman military power,0.5,False,0.9,"One entity is Roman culture (the culture of Rome, influenced by Greek culture); the other is Roman military power (the military forces of the Roman Republic, a state/organization). These are distinct kinds of entities — cultural tradition versus a military organization — and not the same entity. They are related (military is part of Roman society) but not identical, so they should not be merged."
