paragraph_idx,page,entity1_name,entity2_name,cosine_similarity,levenshtein_similarity,should_merge,confidence,reasoning
16,324,Tribunes of the People,magistrates,0.6694124960026608,0.2727272727272727,False,0.95,"These refer to different categories of Roman officials. ""Tribunes of the People"" (Tribuni Plebis) were specific elected officers (ten) with powers to propose/veto legislation representing the plebs. ""Magistrates"" is a general term for Roman public officials whose powers could be restricted by the plebs; it refers to a broader class that includes consuls, praetors, etc., not identical to the tribunes. They are related but not identical, so should not be merged."
16,324,Tribunes of the People,praetors,0.6669694911194011,0.25,False,0.98,"The tribunes of the people (tribunes) and the praetors are distinct Roman magistracies with different roles, ranks, and numbers. Tribunes were popular representatives with veto and legislative initiation powers; praetors were judicial/magisterial officials below consuls. They are related as Roman offices but not the same entity."
16,324,Tribunes of the People,Romans,0.6585282120760769,0.40909090909090906,False,0.86,"The 'Tribunes of the People' are a specific elected magistracy within Roman society; 'Romans' refers broadly to the people/society of Rome. They are related (tribunes belong to Roman political institutions) but are not the same entity — one is an office/organization, the other is the populace/civil body. Therefore they should not be merged."
16,324,Tribunes of the People,quaestors,0.6575178375382393,0.2272727272727273,False,0.98,"The two entities refer to different Roman magistracies: the Tribunes of the People (tribunes) were a separate office representing the plebeians with veto and legislative initiation powers; quaestors were distinct subordinate financial/magisterial officials, elected in larger numbers and becoming members of the Senate. They are related but not the same entity."
16,324,Tribunes of the People,Roman Senate,0.6539973328543454,0.2272727272727273,False,0.9,The Tribunes of the People (tribunes) are a distinct elected magistracy representing the plebs with powers like initiating legislation and veto; the Roman Senate is the separate governing/political body of aristocratic magistrates. They are related within Roman constitution but are distinct organizations with different roles and membership. Therefore they should not be merged.
17,325,Athenian empire,Roman Empire,0.7532082358556336,0.6,False,0.9,The Athenian empire (Delian League/Athenian maritime hegemony in 5th-century BCE Greece) is a distinct historical polity from the Roman Empire (the state centered on Rome that ruled the Mediterranean and much of Europe and Asia Minor). They are related conceptually (both are empires) but not the same entity. No overlap in name or identity to justify merging.
17,325,fifth century BC,tenth century BC,0.7106991209064668,0.8125,False,0.92,These are two different centuries (fifth century BC vs tenth century BC). They refer to distinct time periods separated by several centuries and describe different historical contexts (Rome's expansion vs possible emergence of Etruscan civilization). They are not the same entity.
17,325,fifth century BC,seventh century BC,0.7078719105852451,0.7222222222222222,False,0.9,"The two entities are different centuries (fifth century BC vs seventh century BC). They refer to distinct temporal periods and describe different historical events (Roman expansion vs possible emergence of Etruscan civilization). They are related as centuries but not identical, so they should not be merged."
18,326,Roman,Etruscans,0.7749655445659771,0.33333333333333337,False,0.98,"The first entity is 'Roman' referring to the Roman people who replaced Etruscan hegemony; the second is 'Etruscans', a distinct pre-Roman people. They are related historically (one replaced the other) but are not the same entity. Therefore they should not be merged."
18,326,Roman,Romans,0.7585734236644447,0.41666666666666663,True,0.92,Both entries describe the same collective entity: the people and social order of Rome (the Romans). Entity 1 ('Roman') is a brief label for the Roman people who supplanted Etruscan rule; Entity 2 ('Romans') provides a fuller description of Roman society and civic structure during the republican period. There is no indication they refer to different groups or timeframes that would make them distinct entities.
18,326,Romans,Latin peoples,0.7349913988225524,0.07692307692307687,False,0.83,"The Romans (Roman people/society) are a specific Latin people who established the city-state of Rome and its civic institutions. 'Latin peoples' refers broadly to the group of Italic peoples of Latium who challenged Etruscan power; it is a distinct, broader category rather than strictly identical to the Romans. They are related (Romans are one of the Latin peoples) but not the same entity, so they should not be merged."
18,326,central Italy,Italy,0.7064503709894603,0.3846153846153846,False,0.9,"The two mentions refer to different geographic scopes. 'Italy' denotes the whole peninsula inhabited by multiple peoples (including the Etruscans), while 'central Italy' specifies a subregion (the richest and most developed part). They are related (central Italy is part of Italy) but not identical."
18,326,Romans,Roman ruling élite,0.6982019766233425,0.2777777777777778,False,0.86,"The two mentions refer to overlapping but not strictly identical concepts. 'Romans' denotes the entire people/society of Rome, while 'Roman ruling élite' denotes a subset within that society (the governing class). They are related but not the same entity and should not be merged."
18,326,Romans,Roman Empire,0.6611611485865578,0.41666666666666663,False,0.88,"These refer to related but distinct concepts: 'Romans' denotes the people/society of Rome, while 'Roman Empire' denotes the political state/empire. They are not strictly identical and should not be merged."
19,326,Roman military power,Roman Empire,0.7292151839369488,0.44999999999999996,False,0.85,"The two entities are related but not identical. Entity 1 refers specifically to the military forces of the Roman Republic (an organization/force associated with the Republic period). Entity 2 refers to the Roman Empire, the state/political entity (the empire) spanning large territories. One is a military organization/force tied to the Republic; the other is the imperial state. They are distinct entity types and historical referents, so they should not be merged."
19,326,Roman military power,Romans,0.7098456358704978,0.4,False,0.9,"One entity denotes the Roman military forces (an organization/collective focused on armed forces) while the other denotes the Romans as the people/society. These are related but distinct: the military is a component/instrument of Roman society/state, not identical to the whole people. Therefore they should not be merged."
19,326,Roman military power,Roman Republic,0.7039108956523634,0.35,False,0.83,"Entity 1 refers specifically to the military forces/power of the Roman Republic, while Entity 2 is the Roman Republic as the state/political entity. These are related but not strictly the same entity: one is the state's armed forces (an organizational/functional subset) and the other is the state itself. They should not be merged."
19,326,Roman military power,Roman Republic,0.7025228243936622,0.15000000000000002,False,0.91,"Entity 1 ('Roman military power') refers specifically to the military forces of the Roman Republic, while Entity 2 ('Roman Republic') denotes the political state itself. These are related (the military is an institution of the Republic) but are not strictly identical entities: one is a component/institution (military forces) and the other is the state as a whole."
19,326,Roman military power,Romans,0.693026389523256,0.25,False,0.76,"The first entity denotes the military forces of the Roman Republic (an organization/armed forces). The second denotes the Romans as the people and social order of Rome (a population/society). These are related (the military is part of Roman society) but are not the same entity type or identical referent, so they should not be merged."
19,326,Roman military power,Roman ruling élite,0.6871168106833709,0.44999999999999996,False,0.92,"The two entities refer to different aspects of Roman power: one is the military forces of the Roman Republic (an organization/force), the other is the political ruling elite (a social/political group). They are related but not identical—one is the army, the other the governing class—so they should not be merged."
19,326,Roman military power,Romans,0.6858672550081458,0.4,False,0.91,"The first entity denotes the Roman military forces (an organization/armed forces) while the second denotes the Roman people/society (a population/civic body). These are distinct types and referents: one is the armed organization of the state, the other is the society/citizenry. They are related but not identical, so they should not be merged."
19,326,Samnite peoples,Romans,0.6728098613454518,0.125,False,0.9,The two entities refer to distinct groups: the Samnite peoples (a group of Italic tribes from the Abruzzi/central-southern Italy) and the Romans (the people/society of Rome). They are related historically (Romans conquered the Samnites) but are not the same entity.
19,326,Gauls,Romans,0.6631675195312849,0.0,False,0.95,The Gauls are a distinct group (Celtic peoples from the north) who raided Roman territory; the Romans are the people and social order of Rome. They are different collective entities (different peoples) and not identical.
20,326,third century BC,fifth century BC,0.7216192791873208,0.6875,False,0.95,The two entities are different centuries (third century BC vs fifth century BC). They refer to distinct temporal intervals and describe different historical contexts (Pyrrhus' campaign vs Rome's expansion). They are not the same entity and should not be merged.
20,326,Epirus,Etruria,0.6755445389999478,0.2857142857142857,False,0.98,Epirus and Etruria are distinct historical regions in different parts of Italy/Greece with different peoples and histories (Epirus ruled by Pyrrhus in northwestern Greece/Albania; Etruria governed by Etruscans in central Italy). They are not the same entity.
20,326,Carthaginians,Etruscans,0.6666255472823056,0.3076923076923077,False,0.87,"The two entities refer to distinct ancient peoples: the Carthaginians are the inhabitants of Carthage (a Phoenician-founded city-state in North Africa), while the Etruscans are a pre-Roman people of ancient Italy. They are different groups with separate histories, cultures, and geographic centers, so they should not be merged."
22,327,western Sicily,Sicily,0.756118575697396,0.4285714285714286,False,0.85,"'western Sicily' refers to the western portion of the island of Sicily, while 'Sicily' denotes the whole island/region. They are related (part–whole) but not identical entities. Therefore they should not be merged."
22,327,Roman provinces,Roman Empire,0.7549160914283631,0.5333333333333333,False,0.83,"'Roman provinces' refers to administrative territorial units within the Roman state, while 'Roman Empire' refers to the imperial state/polity as a whole. These are related but not identical: provinces are subdivisions of the Roman Empire (or earlier Republic). They are different entity types (one is a collection of territories/administrative units, the other is the state/empire). Therefore they should not be merged."
22,327,Roman provinces,Roman military power,0.7451353136753471,0.4,False,0.86,"'Roman provinces' are administrative territorial units of Rome; 'Roman military power' refers to the armed forces of the Roman Republic. These are distinct concepts (territorial subdivisions vs military organization) and not identical entities, though related. Therefore they should not be merged."
22,327,Roman provinces,Roman Republic,0.722635699849144,0.1333333333333333,False,0.88,"'Roman provinces' refers to administrative subdivisions of Roman territory, while 'Roman Republic' is the political state/period. They are related (provinces were governed by the Republic), but not identical: one is a type of territorial/administrative unit, the other is the state/political entity. Therefore they should not be merged."
22,327,Carthage,Carthaginians,0.713177172156091,0.5384615384615384,False,0.86,"These refer to closely related but distinct entities: 'Carthage' is the city/place, while 'Carthaginians' denotes the people/collective. They are not strictly identical and should not be merged."
22,327,Roman provinces,Roman Republic,0.7028088410737514,0.4666666666666667,False,0.82,"'Roman provinces' refers to the territorial/political subdivisions of Roman-controlled lands; 'Roman Republic' is the Roman state/political system. These are related (provinces were parts of Roman governance) but are not the same single entity—one is the administrative subdivisions, the other is the state/polity. They should not be merged."
22,327,Roman provinces,Romans,0.6788273396576627,0.6,False,0.9,"These refer to different concepts: 'Roman provinces' are territorial/political subdivisions of the Roman state, while 'Romans' refers to the people/society of Rome. They are related but not identical (collective_entity of places vs collective_entity of people). Therefore they should not be merged."
22,327,Roman provinces,Roman Senate,0.6779368584961365,0.4666666666666667,False,0.95,"The two entities refer to different concepts: 'Roman provinces' are territorial/administrative divisions of Roman territory (state/territorial units), whereas the 'Roman Senate' (Senate) is a governing political body/organization. They are related (Senate governed provinces indirectly) but are not the same entity type or identical entity."
22,327,Roman provinces,Romans,0.6726810769375222,0.5333333333333333,False,0.91,"These refer to different kinds of entities: one is a territorial/administrative unit (Roman provinces) and the other is the people/society of Rome (Romans). They are related but not identical, so they should not be merged."
22,327,Roman provinces,Romans,0.6687544751232778,0.33333333333333337,False,0.85,"'Roman provinces' are territorial-administrative divisions of Roman governance (places/states). 'Romans' refers to the people/society of Rome. These are distinct types: one is a geopolitical/administrative entity (provinces), the other is a population/social entity (people). They are related but not identical, so should not be merged."
23,327,Greek cities,western Greek cities,0.764734670868587,0.6,True,0.56,"Both names refer to the same kind of collective — Greek cities, with the second simply specifying a geographical qualifier ('western'). There is no evidence they denote distinct, named groups; 'western Greek cities' is just a more specific description of 'Greek cities'. They should be merged as the same collective entity, retaining the more specific form as an alias or included in description."
23,327,South Italy,Sicily,0.6776318172245608,0.36363636363636365,False,0.83,"South Italy (the south of the Italian peninsula) and Sicily are distinct geographic regions/islands. The descriptions refer to different theaters of the First Punic War (south Italy changing sides vs Sicily taken by Romans). They are related historically but not the same place, so they should not be merged."
23,327,Spain,Sardinia,0.6681895724225939,0.375,False,0.98,"The two names refer to distinct geographic regions: Spain (the Iberian Peninsula region) and Sardinia (an island in the Mediterranean). They are related in the historical narrative (both involved in Punic/Roman conflicts) but are not the same place, so they should not be merged."
23,327,South Italy,Sardinia,0.6541763516095987,0.2727272727272727,False,0.96,'South Italy' (the southern part of the Italian peninsula) and 'Sardinia' (the island of Sardinia) are distinct geographic regions. The descriptions refer to different places in the context of the Punic/Roman wars: southern Italy shifting allegiance and Sardinia as a region where Romans established themselves. They are related historically but not the same entity.
23,327,South Italy,Italy,0.652407639163962,0.4545454545454546,False,0.87,'South Italy' (the south) refers specifically to the southern part of the Italian peninsula that shifted allegiance to Carthage during the war. 'Italy' refers to the entire peninsula/region where Etruscans lived and where Hannibal campaigned; this is a broader geographical entity. They are related (one is a subregion of the other) but not strictly identical.
24,327,Africa,Europe,0.6825292547424932,0.16666666666666663,False,0.98,"The two entities are different continents/regions: Africa vs Europe. They are related in context (Roman campaigns), but not identical. They should not be merged."
25,328,southern Spain,western Sicily,0.6909383788788594,0.4285714285714286,False,0.94,"The two names refer to distinct geographic regions in different parts of the Mediterranean: southern Spain is on the Iberian Peninsula, while western Sicily is part of the island of Sicily. They are neither identical nor alternate names for the same place."
28,329,second century BC,fifth century BC,0.785970140170635,0.6470588235294117,False,0.9,"These are different centuries: 'second century BC' (200–101 BC) and 'fifth century BC' (500–401 BC). They refer to distinct time periods, not the same historical entity."
28,329,second century BC,third century BC,0.7366196494479423,0.7058823529411764,False,0.9,The two entities are distinct centuries: 'second century BC' (200–101 BC) and 'third century BC' (300–201 BC). They refer to different time periods and are not the same historical entity.
28,329,southern France,southern Spain,0.7103269978375151,0.6666666666666667,False,0.86,These are two different geographic regions in different parts of Western Europe (southern France vs southern Spain). They are not the same historical entity and should not be merged.
28,329,second century BC,seventh century BC,0.7067918864585329,0.7777777777777778,False,0.97,"The two entities are different centuries: 'second century BC' (100s BC) versus 'seventh century BC' (600s BC). They refer to distinct time periods, not the same historical entity."
28,329,province of Asia,Roman provinces,0.7019118620462741,0.6666666666666667,False,0.86,"Entity 1 refers to a specific Roman province established in 133 BC (the Province of Asia). Entity 2 is a generic class/collection: 'Roman provinces' (plural), referring to the set of provinces rather than one specific province. These are related but not identical: one is a single province, the other is the broader category. Therefore they should not be merged."
28,329,second century BC,tenth century BC,0.6981782558246188,0.7058823529411764,False,0.86,"These are two distinct centuries (different time periods). They are both temporal entities of subtype century but refer to different non-overlapping eras: the tenth century BC (~1000–901 BC) and the second century BC (200–101 BC). They are related in that both are centuries, but not the same historical entity, so they should not be merged."
28,329,western Tunisia,Africa,0.685380867551015,0.19999999999999996,True,0.86,"Entity 1 refers specifically to the part of North Africa (western Tunisia) that was covered by the new Roman province called Africa after the destruction of Carthage. Entity 2 uses the name “Africa” both for the continent and explicitly for the new Roman province established covering western Tunisia. The two mentions are referring to the same Roman province/region (the Roman province Africa covering western Tunisia), not to the entire continent in this context. Therefore they should be merged, using the province name as canonical."
28,329,third Punic War,Punic Wars,0.6845728383574471,0.5333333333333333,False,0.88,The Third Punic War is one of the Punic Wars; it is a specific conflict (the third and final war beginning in 149 BC) while 'Punic Wars' refers to the entire series of three wars between Rome and Carthage. They are related but not identical.
28,329,149 BC,third century BC,0.6762354783159813,0.1875,False,0.9,"One is a specific year (149 BC), the other is a broader time period (third century BC). They are different temporal scales and not the same single temporal entity. They are related (both are in the ancient BC era) but not identical."
28,329,southern France,Corsica,0.6713278780363597,0.19999999999999996,False,0.88,Southern France (a region provincially organized by Rome in 121 BC) and Corsica (an island/region where Romans established themselves after initial fighting) are distinct geographic entities: Corsica is an island off the coast of southern France and not identical to the larger region of southern France. They are related geographically and historically but not the same entity.
28,329,Asia Minor,Asia,0.665176117690337,0.4,False,0.82,"Asia Minor (Anatolia, the peninsula west of the Armenian highlands) is a distinct historical region corresponding to roughly the western portion of the larger landmass called Asia. The second entity 'Asia' refers to the continent/hypothetical broader origin of immigrants. These are related (Asia Minor is part of Asia) but not identical, so they should not be merged."
28,329,Thessaly,Greece,0.6638495527770549,0.125,False,0.9,Thessaly is a region within Greece. The two names refer to different geographic entities (a subregion vs the larger country/region) and are not identical; they are related but not the same entity.
28,329,Illyria,Etruria,0.658772662909114,0.4285714285714286,False,0.85,"Illyria and Etruria are distinct historical regions in different parts of the ancient world with different peoples, governance, and historical roles. They are not the same entity and should not be merged."
28,329,Africa (Roman province),western Sicily,0.6539832572883916,0.6,False,0.9,"The two entities are different places: one is the Roman province of Africa (western Tunisia, former Carthaginian territory) and the other is western Sicily (a distinct region of the island of Sicily). They are geographically and administratively separate historical regions, so they are not the same entity and should not be merged."
