paragraph_idx,page,entity1_name,entity2_name,similarity,should_merge,confidence,reasoning
4,318,Greek,Etruscans,0.620652112099506,False,0.96,"The two entities are distinct: 'Greek' refers to the Greek culture/people, while 'Etruscans' refers to a separate pre-Roman people and civilization of ancient Italy. Although related (the Etruscan alphabet was derived from a Western Greek script), they are not the same historical entity and should not be merged."
4,318,Etruria,Etruscans,0.6177888917103296,False,0.78,"Etruria is a geographic region (the land of the Etruscans) while Etruscans are the people/culture who inhabited that region. They are closely related but are different entity types (place vs collective people), so they should not be merged."
5,319,River Tiber,Etruria,0.6406582094141355,False,0.81,River Tiber is a river; Etruria is a region where the Etruscans lived. They are distinct geographical entities (a river vs a region) though related historically. They should not be merged.
5,319,Campania,Italy,0.6330452493340916,False,0.92,Campania is a specific region within the Italian peninsula; Italy denotes the broader peninsula/region where the Etruscans and many peoples lived. They are related (Campania is part of Italy) but not identical entities.
5,319,Kings of Rome,Roman Empire,0.6131921834851417,False,0.86,"These refer to different kinds of entities: one is a collective of rulers (the Roman kings, a sequence of persons up to 509 BC) while the other is the Roman Empire (a later territorial/political state). They are related historically but not identical."
6,321,Etruscan,Etruscans,0.7984821435332125,True,0.86,"Both entries refer to the same historical group/culture: the Etruscan civilization/people. One is a cultural label, the other explicitly the people/civilization; these are not distinct entities but two forms of the same entity."
6,321,Etruscans,Greek,0.7483597294475376,False,0.83,The two entities are related but not identical. 'Etruscans' refers to a specific ancient people/culture (collective_entity: people). 'Greek' refers to a distinct culture from which the Etruscan alphabet was derived. They are different cultural entities and should not be merged.
6,321,Greek influence,Greek,0.6935284912752007,True,0.78,Both mentions refer to the same general cultural concept: Greek culture/influence. 'Greek influence' and 'Greek' (culture from which the Etruscan alphabet was derived) are not distinct historical entities but two ways of referring to Greek culture or its influence. They should be merged under a canonical name representing Greek culture/influence.
6,321,Greek (culture),Greek civilization,0.6626346209702413,True,0.86,"Both entries refer to the same broad cultural/historical entity: the culture/civilization of the ancient Greeks. 'Greek (culture)' emphasizes cultural aspects and influence; 'Greek civilization' names the civilization and its interactions (e.g., with Rome). These are not distinct entities but two ways of referring to the same civilization/culture."
6,321,Etruscans,Etruria,0.6578176092365384,False,0.9,"One entity is a people/culture (Etruscans) and the other is a geographic region (Etruria) where that people lived. They are closely related but not identical: one is a group of people/culture, the other is the region they inhabited. Therefore they should not be merged."
7,321,Roman republic,Roman Empire,0.7328130256009635,False,0.95,"The Roman Republic and the Roman Empire are distinct political regimes/phases of Roman history: the Republic (c. 509–27 BC) was a republican form of government with different institutions than the imperial system that followed under the Roman Empire (beginning with Augustus). Although they are part of the continuous history of Rome and sometimes informally conflated with ‘Rome’ as a single polity, they are not strictly identical entities and should not be merged."
7,321,Romans,Latins,0.7093172854820231,False,0.85,'Romans' refers specifically to the people of Rome; 'Latins' refers to the broader ethnic/linguistic group of Latium/Campania that included Rome. They are related (Romans arose from the Latins) but not strictly identical: Romans are a subset/civic identity distinct from the broader Latin peoples. Therefore they should not be merged.
7,321,Roman Mediterranean,Europe,0.7019914182514134,False,0.9,"These refer to related but not identical regions. ""Roman Mediterranean"" denotes the Mediterranean region under Roman institutions/political-cultural sphere, while ""Europe"" is the much larger continent; the descriptions indicate Europe being 'embraced' or 'cradled' by Rome but they are not the same geographic/political entity. They should not be merged."
7,321,Romans,Kings of Rome,0.691812767037512,False,0.86,"These are related but not identical. ""Romans"" denotes the people/citizenry of Rome in general across periods; ""Kings of Rome"" refers specifically to the rulers of early Rome up to 509 BC. The kings are a subset of Romans (specific officeholders), not the same collective entity as all Romans, so they should not be merged."
7,321,Greece,Europe,0.662205859335069,False,0.95,"Greece (a specific region/civilization) and Europe (the continent/region) are distinct geographical entities: Greece is part of Europe and culturally influenced by/outlived through Rome, while Europe is the broader continent embraced or shaped by Roman influence. They are related but not identical."
7,321,Roman Mediterranean,Campania,0.6556530306012693,False,0.93,"The two entities are different regions. ""Roman Mediterranean"" refers broadly to the Mediterranean region under Roman influence (a macro-regional concept tied to Rome's institutions), whereas ""Campania"" is a specific region in Italy where the Latins were established. They are related (Campania lies within the Roman Mediterranean) but are not the same entity."
7,321,Roman Mediterranean,Roman Empire,0.6523501621249855,False,0.88,"The two refer to different concepts: 'Roman Mediterranean' denotes a geographic region shaped by Roman institutions, while 'Roman Empire' is the political state/collective entity controlling and extending beyond that region. They are related but not identical (region vs. state)."
7,321,Romans,Etruscans,0.6522255431220745,False,0.96,"'Romans' (people of Rome) and 'Etruscans' (pre-Roman people of ancient Italy) are distinct peoples/cultures with different origins, identities, and historical roles. They are related historically (Etruscans influenced early Rome) but are not the same entity."
7,321,Greece,Greek civilization,0.6464792512056728,False,0.86,"Entity 1 is a geographic region (Greece). Entity 2 is the cultural/civilizational concept (Greek civilization / Greek influence). These are related but not strictly the same: one is a place, the other is the culture that arose there and spread. They should not be merged."
7,321,Romans,Roman Empire,0.6309746562237244,False,0.88,The two entities refer to different referents: one is the people (Romans) and the other is the political/state entity (Roman Empire). They are closely related but not strictly identical—the population vs the imperial state. Therefore they should not be merged.
7,321,Roman Mediterranean,Etruria,0.6260147450778344,False,0.9,"These are distinct geographic entities. ""Roman Mediterranean"" refers to the Mediterranean region as organized/influenced under Rome, a broad maritime and geopolitical region, whereas ""Etruria"" is a specific region on the central Italian peninsula inhabited and governed by the Etruscans. Etruria is a part of Italy and at times part of the Roman world, but it is not identical to the Roman Mediterranean."
7,321,Greece,Greek civilization,0.6255762277695183,False,0.9,"Entity 1 is a geographic region (Greece) while Entity 2 is the cultural/civilizational concept (Greek civilization / Greek influence). They are closely related but not strictly identical: one denotes the place, the other denotes the culture and its influence. The instructions require merging only when they refer to the same historical entity; here they are different types (place vs cultural entity) and should remain distinct."
7,321,Roman republic,Kings of Rome,0.618630289870234,False,0.83,"The two entities refer to different but related concepts: the 'Roman Republic' is the political/state system that lasted ~450+ years, whereas the 'Kings of Rome' are the monarchs who ruled Rome before the republic (i.e., the pre-republical period). They are not the same entity — one is a state/political system, the other is a collective of rulers/people associated with an earlier regime."
7,321,Roman Mediterranean,Rome,0.6141840848284317,False,0.88,"These are related but not identical. ""Rome"" is the city (and polity) whose institutions enabled a broader ""Roman Mediterranean""—a regional geopolitical/cultural space. The region is a distinct place type (region) while Rome is a city, so they should not be merged."
7,321,Greece,Greek civilization,0.6054715261536164,False,0.88,"Entity 1 is a geographic region (Greece). Entity 2 is the civilization/culture of the ancient Greeks (Greek civilization). These are closely related but distinct: one is a place/region, the other is a cultural/civilizational concept. They should not be merged because they represent different entity types and concepts (geography vs culture), even though they overlap and influence each other."
7,321,Greece,Italy,0.6051250388439912,False,0.9,The two entities refer to different geographical regions: 'Greece' is a distinct cultural region while 'Italy' is the peninsula inhabited by the Etruscans. They are related (both in Mediterranean context) but are not the same place and thus should not be merged.
9,322,Roman People,Romans,0.762090271802705,True,0.9,Both entity mentions refer to the same collective group: the people/citizens of Rome. 'Roman People' and 'Romans' are not distinct entities; they describe the populace of Rome and their political role/values. Descriptions are complementary (sovereignty exercised via assemblies; cultural values of continuity).
9,322,Romans,Roman Empire,0.681884277649285,False,0.92,"The two entities refer to related but distinct concepts: 'Romans' denotes the people/citizen body of Rome (a populace and political community), while 'Roman Empire' denotes the imperial state/territorial polity. They are not strictly identical — one is a population/cultural-political collective, the other is a specific imperial state. Although closely connected, they should not be merged."
9,322,Roman Senate,Roman republic,0.6715454210064551,False,0.85,The Roman Senate (a legislative body/organization) and the Roman Republic (the state/political system) are related but distinct entities: one is an institution within the broader state. They are not strictly identical.
9,322,Romans,Roman republic,0.6675485884440444,False,0.84,"These refer to distinct but closely related concepts: one is the people/citizen body ('Romans'), the other is the specific political system/state ('Roman republic'). They are not strictly identical—the Roman Republic is the governmental/political entity/institutional form, while Romans are the population/citizen body that inhabited and constituted that state. Therefore they should not be merged."
9,322,Roman Senate,Roman Empire,0.6422507019960026,False,0.95,"The Roman Senate is the legislative/administrative body of Rome, whereas the Roman Empire is the territorial/state entity ruled by emperors. They are related (the Senate existed within the Roman state and continued into the Empire) but are distinct: one is an organization/institution, the other is a polity/territory. They are not strictly identical and should not be merged."
9,322,Romans,Latins,0.6363639569252586,False,0.86,The Romans (the political community of Roman citizens) and the Latins (an older Italic people of Latium including early Rome) are related but not identical. Romans are a political and cultural identity centered on the city of Rome and its citizen body; Latins are an ethnic/linguistic group to which early Romans belonged. They should not be merged.
9,322,Roman Senate,Romans,0.6320748280510113,False,0.9,"The two referents are distinct: the Roman Senate is a political institution/organization (legislative body), whereas the Romans (Roman people) are the citizen population/political community. They are related but not identical and should not be merged."
9,322,Romans,Kings of Rome,0.6307155739715989,False,0.87,"These are related but not identical. 'Romans' denotes the Roman people/citizen body across periods; 'Kings of Rome' refers specifically to the group of monarchs who ruled Rome until 509 BC. The kings are a subset/office within Roman history, not the same entity as the entire Roman people. Therefore they should not be merged."
10,322,early republic,Roman republic,0.7462823650460177,True,0.9,"Both mentions refer to the same political entity: the Roman Republic. ""early republic"" denotes the early period of that same state, not a distinct state. They are not distinct entities but one is a temporal subset; for knowledge-graph normalization they should be merged under the canonical name 'Roman Republic'."
10,322,Roman Republic,Romans,0.6765984515458108,False,0.92,"The two entities refer to closely related but distinct concepts: one is the political state/institutional system (Roman Republic) and the other is the population/citizen body (Romans). They are not strictly identical — the Republic denotes the state and its institutions, while the Romans are the people who constitute the polity and share cultural identity. Although tightly linked, they should not be merged because they represent different entity types (state vs people)."
10,322,Roman Republic,Roman Empire,0.6761379502357602,False,0.92,"The Roman Republic and the Roman Empire are distinct historical political regimes/phases of Rome: the Republic was the earlier republican government lasting until the end of the 1st century BCE, while the Roman Empire refers to the later imperial system that succeeded it and expanded territorially. They are related but not identical entities, so they should not be merged."
10,322,citizen body,Romans,0.6742520441781956,False,0.9,"Entity 1 is generic: 'citizen body' (all citizens of the republic). Entity 2 is specifically the Romans — the Roman people/citizens of Rome with sovereignty in republican institutions. The two are not strictly identical: 'citizen body' could refer to any republic's citizens in general, while Entity 2 names a specific people (Romans). Unless the paragraph context made 'citizen body' explicitly mean the Roman citizen body, they are distinct. Therefore do not merge."
10,322,Roman Republic,Roman Senate,0.6289769106594725,False,0.88,"The Roman Republic is the political state/governmental system of Rome; the Roman Senate is a governing body/organization within that state. They are related but not identical: one is the state, the other is an institution inside it. Therefore they should not be merged."
10,322,citizen body,Romans,0.6257569690983599,False,0.86,"Entity 1 is a generic descriptor 'citizen body' meaning 'all citizens of the republic' — a generic concept rather than a named, specific political community. Entity 2 is the Romans, the specific citizen body of Rome (Roman citizens who held sovereignty). The two refer to the same class of thing only if the 'republic' in entity 1 is the Roman Republic; the description of entity 1 is generic and lacks a specific referent. Given Entity 2 explicitly names the Roman people and describes their sovereignty in the republican period, they are not strictly identical: 'citizen body' could refer to any republic's citizenry, not specifically Romans. Therefore they should not be merged."
10,322,Roman Republic,Romans,0.6140465514005626,False,0.9,"The two entries refer to distinct concepts: Entity 1 is the political state/institutional system (the Roman Republic), while Entity 2 denotes the people/citizen body (the Romans) who constituted that polity. They are closely related but not identical — one is a state entity, the other a population/citizen collective. Therefore they should not be merged."
11,322,kings,Kings of Rome,0.768170422112275,True,0.9,"Both mentions refer to the collective office/rulers known as the kings who ruled early Rome until the monarchy was ended at the end of the sixth century BC (last king expelled in 509 BC). They describe the same group: the Kings of Rome/the last kings replaced by consuls. Differences are only in wording and subtype (office vs people), not in referent."
11,322,Roman ruling élite,Romans,0.7533951774345258,False,0.86,"The 'Roman ruling élite' refers specifically to the governing class/elite of Rome, whereas 'Romans' denotes the Roman people/citizen body as a whole. These are related but distinct: the ruling elite is a subset/component of the broader Roman people and has different social-political role. They are not strictly identical and should not be merged."
11,322,Roman ruling élite,Romans,0.7203294632797843,False,0.92,"The two mentions refer to overlapping but distinct concepts: one is the ruling elite (a specific segment of Roman society — the elite who governed via constitution) and the other is the Romans/the Roman people (the broader political community/citizen body). They are related (the ruling elite are a subset of the Roman people) but not identical, so they should not be merged."
11,322,Roman ruling élite,Roman Senate,0.683204379261947,False,0.8,"The 'Roman ruling élite' is a broad social class (the ruling elite) while the 'Roman Senate' is a specific governing organization/institution through which that elite exercised governance. They are related but not identical: the Senate was the political body representing the ruling class, but the ruling elite could include other elites (magistrates, wealthy families) beyond the Senate. Therefore they should not be merged."
11,322,Roman ruling élite,Kings of Rome,0.6815784918147805,False,0.85,"'Roman ruling élite' (collective group referring to Rome's elite, described as cohesive due to the constitution) is a general social/political class, while 'Kings of Rome' refers specifically to holders of the monarchic office in early Rome. These are different kinds of entities: one is a broad ruling class across Roman political forms, the other is a specific office/officeholders in Rome's monarchy. They are related but not identical, so they should not be merged."
11,322,Roman ruling élite,Roman Republic,0.6505531245587376,False,0.79,The first entity refers to the ruling elite of Rome (a social/political class within Roman society). The second refers to the Roman Republic as the state/political system. These are related but distinct: one is a social/political group within Roman society; the other is the state entity/institution. They are not identical and should not be merged.
11,322,quaestors,Roman Senate,0.6463101319181899,False,0.92,"Quaestors are an elected annual college of magistrates who became members of the Roman Senate; they are a distinct office/collective of officials, whereas the Roman Senate is the larger governing body/organization into which quaestors entered. They are related but not identical."
11,322,Roman ruling élite,Roman Empire,0.6366780771452508,False,0.9,The two entities refer to different concepts: one is the social/political class (the Roman ruling elite) and the other is the state/political entity (the Roman Empire). They are related but not identical and should not be merged.
11,322,Roman ruling élite,Latins,0.6203817121928562,False,0.86,"The 'Roman ruling élite' describes the political/elite class governing Rome; the 'Latins' are an ethnic group/people of Campania including inhabitants of early Rome. These are different types: one is a ruling social/political class, the other is an ethnolinguistic people. They are related historically (many Roman elites were Latin), but they are not the same entity."
11,322,Roman ruling élite,Roman Republic,0.606164075125423,False,0.9,"The first entity denotes a social/political group within Rome (the ruling elite of Rome), while the second denotes the Roman Republic as the state/political system. These are related (the ruling elite governed the Republic) but are different types: a subgroup of people versus the state itself. They are not strictly identical and should not be merged."
11,322,plebs,Romans,0.6000257891675199,False,0.9,"'plebs' (the plebeians) refers to the common people/working class in Roman society, a social class distinct from the broader collective identity 'Romans' (Roman people/citizens). 'Plebs' is a subset/social class within Roman society, not identical to the entire body of Romans. They are related but not the same entity and should not be merged."
12,323,Roman society,Romans,0.7741104886660838,True,0.86,"Both mentions refer to the same collective group: the people of Rome during the republican period. ""Roman society"" (as described: society based on agricultural and rural life during the republic) and ""Romans"" (the Roman people, citizens exercising sovereignty in assemblies and valuing republican ways) describe the same social/political community rather than different entities."
12,323,Romans,Roman ruling élite,0.7187912152899846,False,0.9,"The two referents overlap but are not strictly identical. ""Romans"" denotes the entire Roman people/citizen body during the republican period (a broad sociopolitical community), while ""Roman ruling élite"" specifies the subset of that society who held governing power and cohesion due to the constitution. One is the whole people; the other is a distinct subgroup (elite rulers). They are related but not the same entity and should not be merged."
12,323,Romans,Roman Republic,0.7119279714924321,False,0.86,"'Romans' (the people/citizen body) and 'Roman Republic' (the state/political system) are closely related but distinct: one denotes the people/citizen community, the other denotes the state/institutional system that governed Rome. They are not strictly identical and should not be merged."
12,323,Romans,Roman Senate,0.7043950234563542,False,0.92,"The two entities refer to different things: 'Romans' denotes the people/citizen body of Rome (a social/political community), while the 'Roman Senate' is a distinct governing institution/organization. They are related but not identical, so they should not be merged."
12,323,Romans,Roman Republic,0.6907323735197436,False,0.9,"The first entity ('Romans') denotes the people/citizen body of Rome during the republican period, while the second ('Roman Republic') denotes the state/political system that governed Rome. These are closely related but not strictly identical: one is a population/collective people, the other is the governing political entity. They should not be merged because they are different entity types (people vs. state) and represent distinct concepts."
12,323,Romans,Roman Empire,0.6828098685925863,False,0.9,"The two entities refer to different concepts: one is the Roman people (a population/community/citizen body, especially in the Republic) while the other is the Roman Empire (a political state/imperial polity). They are related but not identical (people vs. state). Therefore they should not be merged."
12,323,Romans,Latins,0.6358728918844827,False,0.85,"The Romans (Roman people/citizens of Rome) are a specific political and cultural community centered on the city of Rome, especially during the republican period. The Latins are an older ethnolinguistic group of central Italy (including the early inhabitants of the city of Rome and surrounding Latin towns). While Rome and Romans emerged from the broader Latin people, they are not strictly identical entities: 'Latins' denotes the wider ethnic group/people of the Latin region, whereas 'Romans' denotes the citizens/political community of Rome. Thus they should not be merged."
12,323,Romans,Roman Mediterranean,0.625833370826923,False,0.85,One is a people (the Romans) and the other is a geographic region shaped by Roman institutions (the Roman Mediterranean). They are related but clearly different types: a population/political community versus a place/region. Not the same historical entity and should not be merged.
12,323,Romans,Kings of Rome,0.6180459498275881,False,0.9,"The two entities refer to different concepts: 'Romans' denotes the people/citizen body of Rome across the republican period, while 'Kings of Rome' denotes the early monarchic officeholders (a specific subset/office). They are related (kings ruled Romans) but are not the same entity. Therefore they should not be merged."
12,323,Romans,citizen body,0.607226592500058,True,0.88,"Both entries denote the same collective group: the citizens of the Roman republic. ""Romans"" (as described) and ""citizen body"" (all citizens of the republic) refer to the identical political/social constituency exercising sovereignty in the republican period. They are not merely related but are the same entity described with different phrasing."
12,323,Romans,Etruscans,0.6022179113417948,False,0.98,"The two entities refer to different peoples: 'Romans' denotes the citizen body of Rome (the Roman people/citizenry), while 'Etruscans' denotes a distinct pre‑Roman people and culture of ancient Italy. They are related historically but are not the same entity."
13,323,slaves,plebs,0.6971855446531279,False,0.95,The two entities refer to different social classes. 'Slaves' are unfree people without property or family rights; 'plebs' (plebeians) are the free working class in Roman society who had some political agency. They are related but not identical.
13,323,proletarii,plebs,0.6863204188160779,False,0.9,Both terms refer to social classes in Roman society but are not strictly identical. 'Proletarii' is a specific legal/class category in Rome referring to citizens whose property was minimal and whose main contribution was offspring; 'plebs' (plebeians) denotes the broader commoner/working class opposed to the patrician elite and covers a range of social realities across time. They overlap but are distinct concepts and should not be merged.
13,323,Roman census,Romans,0.6544116874772529,False,0.81,The first entity is an event/procedure (the Roman census) while the second is the collective political body (the Roman people/citizen body). They are related (the census classifies the Romans) but not the same entity.
13,323,Roman census,Romans,0.6121758517694277,False,0.92,"The two entities refer to different kinds of things: one is an event/procedure (the Roman census) used to classify citizens, the other is the collective political body of Roman citizens (the Romans). They are related (the census concerns the Romans) but are not the same entity."
13,323,slaves,Romans,0.6045420547357743,False,0.9,"The two entities are distinct: 'slaves' denotes a social class of unfree people without property or family ties, while 'Romans' refers to the citizen body of Rome with political sovereignty and civic identity. They are related (slaves existed within Roman society) but are not the same entity type or identical referent."
13,323,Roman census,census,0.6041295857587519,True,0.86,Both mentions refer to the same institutional event: the Roman census conducted periodically (every five years) in republican Rome to classify citizens. The second entry is a generic label but its attribute about frequency matches the known Roman practice (lustrum/census every five years). They are not distinct entities.
15,324,magistrates,quaestors,0.6705706341958759,False,0.87,"The two names refer to different concepts: 'magistrates' is a general term for Roman officials (a collective category/organization) whose powers could be restricted by the plebs, while 'quaestors' are a specific Roman elected office (twenty elected each year) and thus a subset of magistrates rather than the same entity. They are related (quaestors are magistrates) but not identical."
15,324,magistrates,plebs,0.6621334109230994,False,0.95,"The two entities refer to distinct social groups/actors in Roman society: 'magistrates' are officials (an organizational/office-holding category) while 'plebs' (plebeians) are the common people. The description for plebs even notes they could restrict powers of magistrates, indicating a relationship but not identity. They are different types (organization/officials vs people) and should not be merged."
15,324,plebeian assembly,Romans,0.6530581647439383,False,0.85,"The plebeian assembly is a specific political institution (an assembly) through which the Roman people exercised certain powers; however, 'Romans' refers broadly to the people/citizen body as a whole. The plebeian assembly is a distinct organization/assembly within Roman political structure, not identical to the entire Roman people. They are related (the assembly is an organ of Roman citizens) but not the same entity."
15,324,plebeian assembly,Roman Senate,0.6415876757516974,False,0.92,The 'plebeian assembly' (an assembly of the plebs whose decisions gained force of law in 287 BC) is a distinct institution from the 'Roman Senate' (the governing/political leadership body dominated by the ruling class). They are related and their powers interacted (the plebeian assembly's powers restricted the Senate) but they are not the same entity.
15,324,magistrates,Roman Senate,0.629198577163782,False,0.93,"The first entity 'magistrates' refers to officials (individual office-holders), while the second 'Roman Senate' is a collective governing body. The descriptions indicate a relationship (Senate regulated elected magistrates and both had powers restricted by the plebs) but they are distinct entity types (individual officials vs governing body). They should not be merged."
15,324,magistrates,praetors,0.6215612250491951,False,0.86,"'Magistrates' is a generic term for elected Roman officials; 'praetors' are a specific type/subset of Roman magistrates (an office). They are related but not identical — praetors are members of the broader category 'magistrates', so they should not be merged."
15,324,magistrates,Roman ruling élite,0.6179786823592237,False,0.86,"The two mentions are related but not identical. 'Magistrates' refers specifically to the officeholders/officials in Roman government (a class of public officials whose powers could be constrained by the plebeians). 'Roman ruling élite' is a broader social/political grouping describing the cohesive competent elite of Rome shaped by the constitution. The ruling elite would include magistrates but also senators, aristocratic families, and other power holders, so they are distinct concepts (one is a specific category of officials; the other is a wider elite group)."
16,324,Tribunes of the People,magistrates,0.7084142891660561,False,0.96,These are distinct entities: 'Tribunes of the People' are elected officers (tribunes) who could oppose magistrates; 'magistrates' are the officials whose powers were restricted by the tribunes. They are related (opposing roles in Roman Republic) but not the same organization or office.
16,324,Tribunes of the People,quaestors,0.6654102941946917,False,0.91,"The two entities describe different Roman offices: 'Tribunes of the People' (ten tribunes with veto/legislative initiation powers) and 'quaestors' (twenty yearly elected officials who became senators). They are distinct offices with different numbers, powers, and functions, so they should not be merged."
16,324,Tribunes of the People,Romans,0.6599112077766291,False,0.9,"The Tribunes of the People are a specific elected magistracy/office within Roman political institutions, while 'Romans' denotes the broader citizen body/people of Rome. They are related (tribunes were officials elected by the Roman people and served the people), but they are distinct entity types and not identical."
16,324,Tribunes of the People,Roman Senate,0.6518216423864924,False,0.95,"These are distinct Roman institutions: the Tribunes of the People (tribunes) were officers representing the plebeians with powers like veto and initiating legislation; the Roman Senate was a separate governing body of aristocratic magistrates that conducted state business and legislation. They are related and interacted (e.g., Senate's powers could be limited by tribunes) but are not the same entity."
16,324,Tribunes of the People,plebeian assembly,0.6382332166262061,False,0.85,"The Tribunes of the People (tribunes) are individual magistrates elected by the plebeian assembly; the plebeian assembly is the popular body that exercised legislative power. They are related but distinct: one is an elected office (collective of officers), the other is an assembly (popular institution). They are not the same entity and should not be merged."
16,324,Tribunes of the People,Romans,0.63034777251617,False,0.91,The Tribunes of the People are a specific official college (ten elected magistrates) within Roman society; Romans refers to the broader citizen body/people. They are related (tribunes are Romans and represent citizens) but are distinct entity types (an office/organization vs a people). Therefore they should not be merged.
16,324,Tribunes of the People,praetors,0.6233177025166292,False,0.86,"'Tribunes of the People' (tribunes) were a distinct Roman popular magistracy of ten officers with powers to protect citizens and veto magistrates. 'Praetors' were a different Roman magistracy (judicial/administrative officials) that were part of the cursus honorum and typically steps toward the consulship. They are different offices with different roles and numbers, so they should not be merged."
17,325,fifth century BC,tenth century BC,0.7116813114420247,False,0.98,"The two entities are temporal references to different centuries: the fifth century BC and the tenth century BC. They refer to distinct, non-overlapping time periods and describe different historical contexts (Rome's expansion vs. emergence of Etruscan civilization). Therefore they are not the same entity and should not be merged."
17,325,fifth century BC,seventh century BC,0.7076140190382408,False,0.9,The two entities refer to different centuries (fifth century BC vs seventh century BC). They are distinct time periods and not the same historical entity.
18,326,central Italy,Italy,0.7088056762612353,False,0.9,"'central Italy' refers specifically to the central part of the Italian peninsula, while 'Italy' (the peninsula) refers to the whole peninsula inhabited by various peoples including the Etruscans. These are related (one is a subregion of the other) but not identical, so they should not be merged."
18,326,central Italy,Etruria,0.6427293824113145,False,0.9,"Etruria is a specific historical region within central Italy inhabited by the Etruscans and subject to a distinct cultural/political identity. ""central Italy"" is a broader geographic descriptor (the richest and most developed part of the peninsula) that includes Etruria but is not identical to it. They are related (Etruria lies in central Italy) but not the same entity."
18,326,central Italy,Campania,0.6101492510120727,False,0.92,"Central Italy (a broad, richest and most developed part of the Italian peninsula) is a general geographic region, while Campania is a specific region within southern/central-southern Italy where the Latins were established. They are related (Campania lies within the Italian peninsula and historically part of central/southern Italy) but not identical."
19,326,Roman military power,Romans,0.7101420654711543,False,0.9,"The first entity denotes the Roman military forces (an organization/armed force), while the second denotes the Roman people/citizen body (a political and social collective). These are related (the army was drawn from the citizens under conscription) but are distinct concepts: one is the military organization/instrument, the other is the broader body politic and society. They should not be merged."
19,326,Roman military power,Romans,0.7067683506086289,False,0.92,"The two entities refer to related but distinct concepts: one is the military forces/institution ('Roman military power') and the other is the citizen body/people of Rome ('Romans'). The Romans (citizen body) provided the manpower and political framework (conscription, civic identity) for the Roman military, but they are not identical to the military organization itself."
19,326,Roman military power,Roman ruling élite,0.7014139618418114,False,0.86,"The two entities describe distinct aspects of Roman society: one is the military forces (organization/collective based on conscription), the other is the political/ruling elite (social/political group defined by constitution and cohesion). They are related but not identical and should not be merged."
19,326,Roman military power,Roman Empire,0.6919980302902945,False,0.92,The two entities refer to different concepts: one is the Roman military (an organization/force) and the other is the Roman Empire (a political state). They are related but not identical and should not be merged.
19,326,Roman military power,Roman Republic,0.6791753430988116,False,0.9,"The two entities refer to different things: one is the Roman Republic as a state/political system, the other is the Republic's military forces (the Roman military). They are related but not identical — the military is an organization/institution within the state, not the same entity as the state itself."
19,326,Roman military power,Roman Senate,0.6715759111696712,False,0.77,The two entities refer to different institutions: one is the Roman military (the armed forces based on conscription) and the other is the Roman Senate (the political governing body). They are related but not the same organization or entity.
19,326,Roman military power,Romans,0.6635857431871828,False,0.92,"The first entity refers specifically to the Roman military forces (an organization), while the second refers to the Roman people/citizen body (a political and social collective). These are related (the army is composed of Roman citizens and is an institution of Roman society) but are distinct entities: one is an organization (military), the other a people/political community. They should not be merged."
